Welcome to the profile statistics browser.
out_profile/demo.pts% out_profile/demo.pts% Sat Jul 13 23:24:38 2024    out_profile/demo.pts

         2834940 function calls (2799893 primitive calls) in 75.104 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/ops.py:1191(_get_splitter)
    347/1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/__config__.py:19(_cleanup)
      169    0.000    0.000    0.025    0.000 /usr/lib/python3.11/re/__init__.py:225(compile)
       42    0.000    0.000    0.005    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:775(get_values_for_csv)
       10    0.000    0.000    0.024    0.002 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/ops.py:639(group_keys_seq)
       19    0.000    0.000    0.003    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/util/_decorators.py:294(decorate)
        6    0.000    0.000    0.004    0.001 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/series.py:6459(any)
      363    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:1694(_value_and_type_iter)
        6    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/apply.py:82(frame_apply)
       14    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/csvs.py:233(encoded_labels)
       15    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/console.py:9(get_console_size)
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       30    0.000    0.000    0.057    0.002 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:472(get_strcols)
       64    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/inference.py:273(is_dict_like)
      432    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:974(dtype)
      100    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/managers.py:583(copy_func)
        1    0.000    0.000    0.003    0.003 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/_add_newdocs.py:1(<module>)
      116    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:446(_uniq)
      135    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:91(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pytz/lazy.py:139(__new__)
       10    0.000    0.000    0.010    0.001 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/ops.py:939(_sort_idx)
      517    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       30    0.000    0.000    0.011    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1471(_format_strings)
       54    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1198(is_bool_dtype)
       40    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/getlimits.py:111(_float_to_str)
       61    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
        6    0.000    0.000    0.023    0.004 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1848(_make_engine)
       10    0.000    0.000    0.314    0.031 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/ops.py:622(_get_splitter)
       28    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/shape_base.py:215(_vhstack_dispatcher)
  153/144    0.000    0.000    0.011    0.000 /usr/lib/python3.11/typing.py:479(__getitem__)
       70    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/managers.py:1764(is_consolidated)
        7    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/construction.py:487(<listcomp>)
      215    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:79(_is_private)
       24    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/managers.py:2285(<listcomp>)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.11/typing.py:2946(__new__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/string.py:1(<module>)
       23    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/algorithms.py:106(_ensure_data)
       82    0.000    0.000    0.004    0.000 /usr/lib/python3.11/typing.py:485(__getitem__)
        1    0.000    0.000    0.002    0.002 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/expr.py:1(<module>)
      279    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:2776(_is_multi)
      153    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/stata.py:823(StataMissingValue)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.11/typing.py:2045(__init_subclass__)
      106    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/extension.py:32(_inherit_from_data)
      407    0.000    0.000    0.000    0.000 /usr/lib/python3.11/socket.py:78(<lambda>)
      143    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/managers.py:1392(<genexpr>)
       30    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_utils/_inspect.py:140(formatargspec)
       70    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:1454(__init__)
      210    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexing.py:1181(<genexpr>)
       95    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/accessor.py:94(_create_delegator_property)
       11    0.000    0.000    0.026    0.002 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/series.py:4620(map)
       28    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/_config/config.py:471(__init__)
        1    0.000    0.000    0.002    0.002 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_function_base_impl.py:1(<module>)
  432/121    0.000    0.000    0.003    0.000 <frozen abc>:121(__subclasscheck__)
       70    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
       22    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/range.py:488(copy)
       23    0.000    0.000    0.430    0.019 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/concat.py:94(concatenate_managers)
       57    0.000    0.000    0.011    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:51(_wrapfunc)
      575    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      322    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1449(<genexpr>)
       80    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:224(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.11/datetime.py:1(<module>)
      412    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/feedparser.py:127(__next__)
      801    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/range.py:463(__iter__)
      408    0.000    0.000    0.000    0.000 /usr/lib/python3.11/socket.py:83(<lambda>)
      410    0.000    0.000    0.000    0.000 /usr/lib/python3.11/socket.py:93(<lambda>)
       38    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:5437(_can_hold_identifiers_and_holds_name)
       16    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       33    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/managers.py:287(get_dtypes)
      409    0.000    0.000    0.000    0.000 /usr/lib/python3.11/socket.py:88(<lambda>)
       23    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/reshape/merge.py:958(_maybe_restore_index_levels)
        1    0.000    0.000    0.001    0.001 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_polynomial_impl.py:1(<module>)
       12    0.000    0.000    0.010    0.001 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/generic.py:10064(ranker)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.11/json/__init__.py:299(loads)
       67    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/range.py:483(_view)
        1    0.000    0.000    0.008    0.008 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:1(<module>)
       11    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/grouper.py:744(_group_index)
       23    0.000    0.000    0.004    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/reshape/concat.py:717(_get_concat_axis)
        6    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/common.py:1233(dedup_names)
      297    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/generic.py:696(ndim)
       55    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/generic.py:2077(__contains__)
      448    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      238    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/numerictypes.py:288(issubclass_)
       35    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:4436(_wrap_reindex_result)
       45    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/accessor.py:110(_create_delegator_method)
       50    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/managers.py:586(<listcomp>)
       46    0.000    0.000    0.008    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2811(ensure_block_shape)
      180    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.022    0.022 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/multiarray.py:1(<module>)
      140    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexing.py:2738(is_label_like)
        9    0.000    0.000    0.006    0.001 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/series.py:607(_init_dict)
        6    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1627(_get_options_with_defaults)
       98    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1841(_has_names)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/src/cinematic_impact_package/lib.py:99(<listcomp>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.11/ctypes/__init__.py:1(<module>)
       12    0.000    0.000    0.010    0.001 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/generic.py:9949(rank)
      601    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      129    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/printing.py:507(__init__)
       23    0.000    0.000    1.364    0.059 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/frame.py:5433(drop)
       33    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/common.py:266(index_labels_to_array)
       23    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/reshape/concat.py:480(_get_ndims)
        1    0.000    0.000    0.003    0.003 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/numerictypes.py:1(<module>)
       42    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:274(make_block)
      215    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:59(_is_sunder)
        1    0.000    0.000    0.020    0.020 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/linalg/_linalg.py:1(<module>)
       57    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/base.py:2794(_na_value)
       10    0.000    0.000    0.293    0.029 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/ops.py:743(group_info)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/einsumfunc.py:1(<module>)
       70    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexing.py:974(_is_nested_tuple_indexer)
       14    0.000    0.000    0.002    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/common.py:605(check_parent_directory)
        6    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:986(_validate_usecols_arg)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/metadata/_collections.py:20(__missing__)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3.11/argparse.py:1419(add_argument)
       42    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/csvs.py:179(_number_format)
     1022    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        6    0.000    0.000    0.024    0.004 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py:1575(__init__)
       98    0.000    0.000    0.002    0.000 {built-in method builtins.next}
       93    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:1262(_slice)
       30    0.000    0.000    0.001    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:810(<listcomp>)
       65    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/nanops.py:253(_get_values)
